pt_code,pt_name
CONCEPT_LESS,destroyed my sex life
CONCEPT_LESS,unable to sit
CONCEPT_LESS,remember the entire e
CONCEPT_LESS,difficult for me to get out of bed
CONCEPT_LESS,bones in foot collapsing
CONCEPT_LESS,unable to feed himself
CONCEPT_LESS,stomach emptiness and pain
CONCEPT_LESS,out-of-touch feelings
CONCEPT_LESS,could not walk up stairs with anything in my hands more than about 5-10 lbs
CONCEPT_LESS,eyes spaced out feeling
CONCEPT_LESS,suicide
CONCEPT_LESS,feet are terrible
CONCEPT_LESS,feel like i've aged 20 years
CONCEPT_LESS,cuts on my hands
CONCEPT_LESS,make it worse
CONCEPT_LESS,feel as if i was 90 years old
CONCEPT_LESS,could barely walk up stairs
CONCEPT_LESS,hard on my stomach
CONCEPT_LESS,dry joints
CONCEPT_LESS,felt i might not survive
CONCEPT_LESS,increased sensitivity to other drugs
CONCEPT_LESS,difficult to walk up and down the steps
CONCEPT_LESS,unconsolable
CONCEPT_LESS,e.d.
CONCEPT_LESS,detachment
CONCEPT_LESS,"""empty stomach"" feeling"
CONCEPT_LESS,worsening cataract
CONCEPT_LESS,feeling stupid
CONCEPT_LESS,silly
CONCEPT_LESS,hair breakage
CONCEPT_LESS,sinus problems
CONCEPT_LESS,taken its toll on my stomach
CONCEPT_LESS,negative about everything in my life
CONCEPT_LESS,seizure type symptoms
CONCEPT_LESS,getting out of bed is painful
CONCEPT_LESS,can't sleep on either shoulder
CONCEPT_LESS,swaying
CONCEPT_LESS,changes in physical activity
CONCEPT_LESS,rib cage tightness
CONCEPT_LESS,uneasiness
CONCEPT_LESS,unable to run
CONCEPT_LESS,noise intolerance
CONCEPT_LESS,prolonged miscarriage
CONCEPT_LESS,psyhcological tailspin
CONCEPT_LESS,looseness in the body structure
CONCEPT_LESS,loss of productivity
CONCEPT_LESS,lost all ability to control hands
CONCEPT_LESS,no power to standup himself
CONCEPT_LESS,patch on one cheek
CONCEPT_LESS,storke
CONCEPT_LESS,heart stopped
CONCEPT_LESS,limits my ability climb stairs
CONCEPT_LESS,feeling extremely vulnerable
CONCEPT_LESS,neck glands hurt
CONCEPT_LESS,pinches in the fingers
CONCEPT_LESS,nerve sensitivity
CONCEPT_LESS,permanent hangover
CONCEPT_LESS,short term memory
CONCEPT_LESS,my stomach felt empty and hollow
CONCEPT_LESS,feet would turn red or purple
CONCEPT_LESS,my feet felt like i was walking on small ice cubes when barefoot
CONCEPT_LESS,feeling all that age caught up with you
CONCEPT_LESS,distension
CONCEPT_LESS,slow healing
CONCEPT_LESS,critical blood levels
CONCEPT_LESS,can't make a fist
CONCEPT_LESS,scapula and shoulders felt like there was something vibrating under my skin
CONCEPT_LESS,tightness in shoulders
CONCEPT_LESS,unable to get out of bed
CONCEPT_LESS,brain-draining effects
CONCEPT_LESS,eyes feeling of pressure
CONCEPT_LESS,could not walk up the stairs
CONCEPT_LESS,could not lift arm
CONCEPT_LESS,foot problems
CONCEPT_LESS,unable to put on my pants
CONCEPT_LESS,brain vague
CONCEPT_LESS,no stopping action going down hill
CONCEPT_LESS,couldn't get down the stairs
CONCEPT_LESS,hunched over position
CONCEPT_LESS,stomach sensitivity
CONCEPT_LESS,waking me up at night in pain
CONCEPT_LESS,"i may need to go to the restroom, but when i do i can't"
CONCEPT_LESS,hip was bothering
CONCEPT_LESS,i am 52 and feel 82
CONCEPT_LESS,sex drive
CONCEPT_LESS,cycle was back
CONCEPT_LESS,feeling like something was going to happen
CONCEPT_LESS,thighs would not push me up
CONCEPT_LESS,urinary problems
CONCEPT_LESS,could'nt talk
CONCEPT_LESS,i thought i was going to die
CONCEPT_LESS,face and scalp problems
CONCEPT_LESS,effectiveness of the pain relief can also wear off over time
CONCEPT_LESS,sciatica like symptoms
CONCEPT_LESS,altered my heart function
CONCEPT_LESS,nose extremely dry
CONCEPT_LESS,more problems with my sinuses
CONCEPT_LESS,constant vibrating down left leg
CONCEPT_LESS,though i was going to die
CONCEPT_LESS,sweats
CONCEPT_LESS,varying blood pressure
CONCEPT_LESS,odd blood sugar pattern
CONCEPT_LESS,bone deep aches
CONCEPT_LESS,convusing neck muscels
CONCEPT_LESS,unable to climb stairs
CONCEPT_LESS,thought i was dying
CONCEPT_LESS,weird symptoms (eg. popping) in ankle
CONCEPT_LESS,hard to get out of bed in the morning
CONCEPT_LESS,sensitivity
CONCEPT_LESS,my sense of well being has taken a sudden decline
CONCEPT_LESS,urgency
CONCEPT_LESS,mitochondrial dna mutations
CONCEPT_LESS,unable to get in the car
CONCEPT_LESS,couldn't get out of bed
CONCEPT_LESS,false full feeling
CONCEPT_LESS,feeling paralyzed all over my body
CONCEPT_LESS,planta fasciitis similarities
CONCEPT_LESS,dejestive system
CONCEPT_LESS,some sort of g.i. problems
